Issue Type,Summary,Epic Name,Epic Link,Story ID,Description,Labels,Fix Version/s
Story,UX3 — Sidebar shows “Complete Setup / Apply as Supplier” gating links,,ESA-UX,UX3,"As a user, I see setup-required actions when I’m gated, so I know what to do next.

Acceptance Criteria:
- If company onboarding incomplete → sidebar prominently shows “Complete Company Setup”.
- If supplier not approved → shows “Apply as Supplier” (or “Supplier approval pending”).
- Supplier-only menus hidden/disabled until approval.","l,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Story,UX4 — All built pages are reachable via UI navigation,,ESA-UX,UX4,"As a user, I can reach all implemented pages from the sidebar or from contextual buttons, so I
don’t need to type URLs manually.

Acceptance Criteria:
- Sidebar contains correct links for:
- Supplier Directory
- RFQ pages (Sent/Received/Open)
- Quote compare page
- Purchase Orders pages
- Orders Requested/Received
- Links are role + approval gated appropriately.","l,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Story,UX5 — Contextual deep links exist between related pages,,ESA-UX,UX5,"As a buyer/supplier, I can move between RFQ → Quote → Compare → PO with clear CTAs,
so the workflow is discoverable.

Acceptance Criteria:
- RFQ Sent Details shows “Compare Quotes” when quotes exist.
- Quote Compare shows “Accept Quote” and then “Create/View PO” if implemented.
- PO detail links back to originating RFQ/quote.","l,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Story,UX6 — All implemented pages have routes and are accessible,,ESA-UX,UX6,"As a user, I can access each implemented screen through a valid route and navigation.

Acceptance Criteria:
- open/received/sent details.","l,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Story,UX7 — Supplier can submit quote from RFQ details (not only from list),,ESA-UX,UX7,"As a supplier, I can start a quote from the RFQ detail screen, so I can work from the RFQ
context.

Acceptance Criteria:
- “Submit Quote” action visible on RFQ Received Details / Open Bidding Details.
- Submission returns to RFQ detail showing the submitted quote status.","l,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Story,"UX8 — When gated, user sees a clear “what to do next”",,ESA-UX,UX8,"As a user, when I’m blocked (onboarding incomplete / supplier not approved), I see an
explanation and a single CTA.

Acceptance Criteria:
- Blocked buyer routes redirect to company onboarding with banner.
- Supplier-only pages show approval status + CTA to apply (or “pending approval”).","l,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Epic,[DASH] Dashboard & Home,ESA-DASH,,,,"phase-1-core-procurement,ux",Phase 1 - Core Procurement
Story,DASH1 — Home dashboard loads role-aware overview,,ESA-DASH,DASH1,"As a logged-in user, I can see a home/dashboard page relevant to my active company and
role.

Acceptance Criteria:
- Buyer sees summary cards/links for Sent RFQs, Orders Requested, Purchase Orders, Supplier Directory.
- Supplier (approved) sees Received RFQs, Open RFQs, Orders Received.
- Links navigate to the correct pages.","o,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Story,DASH2 — Quick actions from dashboard,,ESA-DASH,DASH2,"As a user, I can launch common actions quickly.

Acceptance Criteria:
- Buyer: “Create RFQ”, “Browse Suppliers”.
- Supplier: “View Open RFQs”, “View Received RFQs”.","o,phase-1-core-procurement,story,ux",Phase 1 - Core Procurement
Epic,[SUPS] Supplier Application Status & Company Gating Pages,ESA-SUPS,,,,"phase-1-core-procurement,supplier-application",Phase 1 - Core Procurement
Story,SUPS1 — Supplier applicant can view application status,,ESA-SUPS,SUPS1,"As a company owner, I can see whether my supplier application is Not Applied /
Pending / Approved / Rejected, so I know what to do next.

Acceptance Criteria:
- rejected shows reason; pending shows “under review”.","phase-1-core-procurement,story,supplier-application,t",Phase 1 - Core Procurement
Story,SUPS2 — Applicant can edit supplier application while Pending (if your code allows,,ESA-SUPS,SUPS2,"edits)
As a company owner, I can update my supplier application fields/documents before
approval, so I can fix missing info without waiting for rejection.","phase-1-core-procurement,story,supplier-application,t",Phase 1 - Core Procurement
Story,SUPS3 — Supplier approval gating message page,,ESA-SUPS,SUPS3,"As a supplier user, when I try to access supplier-only pages while not approved, I see a
dedicated “Approval required” screen (not just a silent redirect), so I understand why I’m
blocked.","phase-1-core-procurement,story,supplier-application,t",Phase 1 - Core Procurement
Epic,[DT] Digital Twin Library (Platform-Curated),ESA-DT,,,,"digital-twin,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,DT1 — Super Admin manages Digital Twin categories,,ESA-DT,DT1,"As a super admin, I can create/edit/archive Digital Twin categories and subcategories.

Acceptance Criteria:
- nested categories supported; slug uniqueness; active/inactive toggle.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT2 — Super Admin uploads a Digital Twin,,ESA-DT,DT2,"As a super admin, I can create a Digital Twin record with metadata, specs, tags, version, and
publish it.

Acceptance Criteria:
- draft/published/archived; version + revision notes; audit history.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT3 — Super Admin uploads Digital Twin assets,,ESA-DT,DT3,"As a super admin, I can upload CAD/PDF/images/data files to a Digital Twin.

Acceptance Criteria:
- file type/size validation; secure storage; primary asset; virus-scan hook stub.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT4 — Buyer browses/searches Digital Twin Library,,ESA-DT,DT4,"As a buyer, I can browse published Digital Twins by category, tags, and search.

Acceptance Criteria:
- pagination; filters; detail view; only published shown.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT5 — Buyer “Use for RFQ” (prefill RFQ from DT),,ESA-DT,DT5,"As a buyer, I can select a Digital Twin and start an RFQ directly with prefilled fields and
attachments.

Acceptance Criteria:
- RFQ wizard opens with DT context; DT assets attached as references; DT id stored on
- RFQ.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT6 — Supplier cannot access Library listing,,ESA-DT,DT6,"As the system, I prevent suppliers from browsing the library.

Acceptance Criteria:
- only allows DT viewing when referenced inside RFQ/PO they are involved in (optional).","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT7 — RFQ stores & displays Digital Twin reference,,ESA-DT,DT7,"As a buyer, when an RFQ is created from a Digital Twin, the RFQ detail page shows the DT
title/version/category and linked assets.

Acceptance Criteria:
- RFQ has digital_twin_id; DT summary shown in RFQ detail; DT assets visible
- (permissioned).","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT8 — DT asset permissions when RFQ is shared,,ESA-DT,DT8,"As the system, DT assets attached to an RFQ are accessible only to authorized recipients
(suppliers invited / bidding-eligible).

Acceptance Criteria:
- secure downloads; access logged; blocked otherwise.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT9 — Digital Twin Library plan gating,,ESA-DT,DT9,"As the system, I allow Digital Twin Library access only if the buyer company’s plan enables it.

Acceptance Criteria:
- if disabled, DT library routes show upgrade banner; API returns 403/402; sidebar hides
- link.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT10 — Super admin Digital Twin management UI (explicit screens),,ESA-DT,DT10,"As a super admin, I can manage Digital Twins via dedicated admin pages
(list/create/edit/publish/archive + asset upload).

Acceptance Criteria:
- admin routes exist; audit timeline visible; bulk publish/archive supported.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT11 — Clone Digital Twin (create new version from existing),,ESA-DT,DT11,"As a super admin, I can clone an existing DT to create a new version quickly.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT12 — Deprecate old versions + enforce “latest” in new RFQs,,ESA-DT,DT12,"As the system, I warn/prevent creating new RFQs from deprecated DT versions.

Acceptance Criteria:
- configurable.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT13 — Asset processing pipeline (thumbnails/preview + safety),,ESA-DT,DT13,"As the system, uploaded DT assets are processed for preview and safety checks.

Acceptance Criteria:
- to admin; retry.","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,DT14 — Digital Twin usage analytics,,ESA-DT,DT14,"As a super admin, I can see DT usage (views / “use for RFQ” count / most used).","digital-twin,dt,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Epic,[CL] Company Localization & Document,ESA-CL,,,Numbering,"localization,phase-2-platform-and-ops",Phase 2 - Platform & Ops
Story,"CL1 — Company profile settings (addresses, contacts, branding)",,ESA-CL,CL1,"As an owner/admin, I can manage company profile used on documents.

Acceptance Criteria:
- validation; audit logged; logo optional.","cl,localization,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CL2 — Localization settings,,ESA-CL,CL2,"As an owner/admin, I can set timezone/locale/date-number formats and base currency.

Acceptance Criteria:
- live preview; applies across UI.","cl,localization,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CL3 — UoM mapping,,ESA-CL,CL3,"As an owner/admin, I can map/normalize units of measure used across RFQs/POs/Invoices.

Acceptance Criteria:
- prevents cycles; consistent display.","cl,localization,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CL4 — Document numbering rules,,ESA-CL,CL4,"As an owner/admin, I can configure numbering prefixes/sequence/reset policy for
RFQ/Quote/PO/Invoice/GRN/Credit.

Acceptance Criteria:
- sample preview; server assigns final numbers; safe updates.","cl,localization,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Epic,[NC] Notifications Center (In-App + Email),ESA-NC,,,,"notifications,phase-2-platform-and-ops",Phase 2 - Platform & Ops
Story,NC1 — Notification bell + unread count,,ESA-NC,NC1,"As a user, I see unread notification count and can open a drawer.

Acceptance Criteria:
- mark read; deep links.","n,notifications,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,NC2 — Notification Center page,,ESA-NC,NC2,"As a user, I can view/search/filter all notifications.

Acceptance Criteria:
- pagination; bulk mark read.","n,notifications,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,NC3 — Email notifications for key events,,ESA-NC,NC3,"As the system, I send emails for RFQ published, quote submitted/withdrawn, PO sent/ack,
invoice posted, GRN posted, credit note posted.

Acceptance Criteria:
- uses localization formatting; configurable templates baseline.","n,notifications,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,NC4 — Notification template manager (admin UI),,ESA-NC,NC4,"As an admin, I can manage email templates (per event), with variables + preview.

Acceptance Criteria:
- (This supports your “configurable templates baseline” note in N3 .)","n,notifications,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,NC5 — Digest scheduler + batching job,,ESA-NC,NC5,"As the system, I generate daily/weekly digests based on UP3 settings
.

Acceptance Criteria:
- retries; observability (logs/metrics).","n,notifications,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Epic,"[EXP] Exports, PDFs, CSV & Download Center",ESA-EXP,,,,"exports,phase-2-platform-and-ops",Phase 2 - Platform & Ops
Story,EXP1 — Request export (PDF/CSV) from document pages,,ESA-EXP,EXP1,"As a user, I can export RFQ/Quote/PO/Invoice/GRN/Credit as PDF/CSV.

Acceptance Criteria:
- job queued; toast + link to download center.","exp,exports,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,EXP2 — Download Center,,ESA-EXP,EXP2,"As a user, I can see export jobs and download/retry.

Acceptance Criteria:
- status: queued/processing/ready/failed; expiry; polling.","exp,exports,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,EXP3 — Branded PDF templates,,ESA-EXP,EXP3,"As the system, PDFs include company branding, numbering, and localized formatting.

Acceptance Criteria:
- consistent across document types.","exp,exports,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,EXP4 — Secure download links (signed URL + expiry),,ESA-EXP,EXP4,"As the system, exported files and sensitive documents are downloaded via signed URLs that
expire.

Acceptance Criteria:
- expiry enforced; download attempt logged; unauthorized access blocked.","exp,exports,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,EXP5 — Export retention cleanup job,,ESA-EXP,EXP5,"As the system, I delete expired exports and revoke links after retention window.","exp,exports,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,EXP6 — Export access logging + admin review,,ESA-EXP,EXP6,"As an admin, I can see who downloaded what export and when.","exp,exports,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Epic,[INV] Inventory & Stock (Movements + Low Stock),ESA-INV,,,,"inventory,phase-3-procure-to-pay-expansion",Phase 3 - Procure-to-Pay Expansion
Story,INV1 — Item stock overview,,ESA-INV,INV1,"As a user, I can see stock on hand by item/location.

Acceptance Criteria:
- pagination; filters; permissions.","inv,inventory,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,INV2 — Stock movements ledger,,ESA-INV,INV2,"As a user, I can view stock movement history per item.

Acceptance Criteria:
- shows source doc (GRN/adjustment); audit.","inv,inventory,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,INV3 — Low-stock rules + alerts,,ESA-INV,INV3,"As a user, I can configure reorder thresholds and see low-stock flags.

Acceptance Criteria:
- warnings surfaced; optional notification.","inv,inventory,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,INV4 — Approve forecast-driven reorder setting updates (human-in-the-loop),,ESA-INV,INV4,"Acceptance Criteria:
- reviews a draft; approval applies the change; all changes are audit-logged; rollback is possible (at least via edit history).","inv,inventory,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Epic,[FIN] Invoice + Credit Notes + 3-Way Match (PO↔GRN↔Invoice),ESA-FIN,,,"V6 covers RFQ→Quote→PO and mentions GRN/secure files, but doesn’t fully
define invoice/3-way match.","finance,phase-3-procure-to-pay-expansion",Phase 3 - Procure-to-Pay Expansion
Story,FIN1 — Supplier invoice creation/hand-off,,ESA-FIN,FIN1,"As a supplier, I can create/submit an invoice against a PO (and/or against delivered quantities).

Acceptance Criteria:
- line-level amounts; attachments; status.","fin,finance,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,FIN2 — Buyer invoice review & posting,,ESA-FIN,FIN2,"As a buyer/finance user, I can review and accept/reject invoices.

Acceptance Criteria:
- approvals; audit log.","fin,finance,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,FIN3 — GRN posting (Goods Receipt),,ESA-FIN,FIN3,"As a buyer, I can post GRN quantities received against PO lines.

Acceptance Criteria:
- partial receipts; attachments; audit.","fin,finance,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,FIN4 — 3-way match,,ESA-FIN,FIN4,"As the system, I can match PO vs GRN vs Invoice and flag mismatches.

Acceptance Criteria:
- tolerances; mismatch reasons; UI indicators.","fin,finance,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Story,FIN5 — Credit note flow,,ESA-FIN,FIN5,"As a supplier, I can issue a credit note to adjust an invoice; buyer can accept it.

Acceptance Criteria:
- links to invoice; audit; affects match status.","fin,finance,phase-3-procure-to-pay-expansion,story",Phase 3 - Procure-to-Pay Expansion
Epic,[ORD] Orders Enhancements (Shipments),ESA-ORD,,,"Epic H mentions “Orders Requested/Received” and status updates, but not
shipments/tracking.","orders,phase-3-procure-to-pay-expansion,purchase-orders",Phase 3 - Procure-to-Pay Expansion
Story,ORD1 — Sales order mirror created from PO,,ESA-ORD,ORD1,"As the system, when PO is issued/sent, a supplier “Sales Order” record exists to track
fulfillment.

Acceptance Criteria:
- links PO→SO; status pending_ack.","ord2,orders,phase-3-procure-to-pay-expansion,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,ORD2 — Supplier shipments (partial allowed),,ESA-ORD,ORD2,"As a supplier, I can create shipments with tracking numbers and shipped quantities per line.

Acceptance Criteria:
- cannot ship > remaining; supports multiple shipments.","ord2,orders,phase-3-procure-to-pay-expansion,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,ORD3 — Buyer shipment tracking,,ESA-ORD,ORD3,"As a buyer, I can view shipments and tracking status for an order.

Acceptance Criteria:
- read-only; timeline events.","ord2,orders,phase-3-procure-to-pay-expansion,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,ORD4 — Shipment status updates,,ESA-ORD,ORD4,"As a supplier, I can mark shipment in_transit/delivered.

Acceptance Criteria:
- delivered timestamp required; audit logged.","ord2,orders,phase-3-procure-to-pay-expansion,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,ORD5 — SO mirrors PO and requires acknowledgement,,ESA-ORD,ORD5,"As the system, a Sales Order is created when PO is sent and must be acknowledged by
supplier.

Acceptance Criteria:
- SO status pending_ack → accepted|cancelled; ties into shipment creation rules.","ord2,orders,phase-3-procure-to-pay-expansion,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,ORD6 — “Create GRN from delivered shipment” shortcut (optional),,ESA-ORD,ORD6,"As a buyer, I can start a GRN from an Order/Shipment that’s marked delivered, to reduce
manual entry.

Acceptance Criteria:
- prefilled PO + lines + remaining qty; user can adjust received qty and post.","ord2,orders,phase-3-procure-to-pay-expansion,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Story,ORD7 — Prevent shipments until acknowledgement,,ESA-ORD,ORD7,"As the system, I prevent creating shipments until the supplier has acknowledged the PO/SO
(accepted).

Acceptance Criteria:
- create shipment returns 422/403 if not accepted; UI shows explanation.","ord2,orders,phase-3-procure-to-pay-expansion,purchase-orders,story",Phase 3 - Procure-to-Pay Expansion
Epic,"[OPS] Security Hardening, Monitoring & Operational Readiness",ESA-OPS,,,,"ops,phase-2-platform-and-ops,security",Phase 2 - Platform & Ops
Story,OPS1 — Security headers/CSP baseline,,ESA-OPS,OPS1,"As the system, I enforce security headers and sensible CSP.

Acceptance Criteria:
- validated in staging.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS2 — Rate limiting + bot protection rules,,ESA-OPS,OPS2,"As the system, I apply rate limits to auth and high-risk endpoints.

Acceptance Criteria:
- documented; tested.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS3 — Sentry integration (FE+BE),,ESA-OPS,OPS3,"As the team, we can observe errors with user context and release tags.

Acceptance Criteria:
- test error captured.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS4 — Health endpoint + uptime checks,,ESA-OPS,OPS4,"As ops, we can verify service health via /health.

Acceptance Criteria:
- green checks; alert hooks.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS5 — Backups + retention + restore runbook,,ESA-OPS,OPS5,"As ops, we run scheduled backups and can restore.

Acceptance Criteria:
- restore steps documented and verified.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS6 — AI microservice health/readiness + dependency checks,,ESA-OPS,OPS6,"As ops, we can verify AI services are healthy (LLM provider, vector store, background jobs) via
dedicated readiness endpoints and dashboards.

Acceptance Criteria:
- separate AI readiness checks; alerts; visible status in admin.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS7 — AI job worker monitoring (training/scraping/indexing),,ESA-OPS,OPS7,"As ops, I can see queue depth, worker health, job failure rates for AI background tasks.

Acceptance Criteria:
- dashboard cards; retry actions; failure reasons; retention.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,"OPS8 — Copilot tool execution safeguards (timeouts, retries, circuit breaker, caching)",,ESA-OPS,OPS8,"Acceptance Criteria:
- Per-tool timeout + retry policy; circuit breaker trips on repeated failures.
- Safe caching for read-only tools (list/search) with TTL.
- Metrics: tool latency/error rate; surfaced in ops dashboard (pairs well with OPS6/OPS7).","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS9 — Privacy & scoping,,ESA-OPS,OPS9,"As the system, I ensure data isolation by company.

Acceptance Criteria:
- Queries scoped by active company/permissions.
- Cross-company access blocked.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS10 — Event delivery logs page,,ESA-OPS,OPS10,"As an admin, I can view webhook delivery attempts with status, attempts, latency, last error.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS11 — Retry failed deliveries,,ESA-OPS,OPS11,"As an admin, I can retry a failed delivery.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Story,OPS12 — Replay DLQ (if enabled),,ESA-OPS,OPS12,"As an admin, I can replay dead-lettered events in bulk.","ops,phase-2-platform-and-ops,security,story",Phase 2 - Platform & Ops
Epic,"[CI] Testing, Contract Tests & CI/CD",ESA-CI,,,,phase-2-platform-and-ops,Phase 2 - Platform & Ops
Story,CI1 — OpenAPI ↔ SDK contract test pipeline,,ESA-CI,CI1,"As the system, CI fails when API spec and SDK drift.

Acceptance Criteria:
- auto-regenerate; checks enforced.","ci,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CI2 — Unit/component tests for hooks/forms,,ESA-CI,CI2,"As devs, we have tests for key hooks (RFQ/Quote/PO/Orders/DT).

Acceptance Criteria:
- runs in CI.","ci,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CI3 — E2E smoke path,,ESA-CI,CI3,"As devs, we run a minimal end-to-end smoke flow.

Acceptance Criteria:
- auth → RFQ → quote → award → PO → order/ship → GRN/match.","ci,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,"CI4 — Staging auto deploy, production manual approval",,ESA-CI,CI4,"As ops, main deploys to staging automatically; prod requires approval.

Acceptance Criteria:
- rollback documented.","ci,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CI5 — AI regression test suite (golden prompts → expected action type),,ESA-CI,CI5,"Acceptance Criteria:
- “Draft an RFQ” must produce an RFQ draft action; “Create RFQ named X” must include X;
- fails CI if broken.","ci,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CI6 — Tool contract tests for Copilot tools,,ESA-CI,CI6,"Acceptance Criteria:
- tool schemas validated; changes require version bump (aligns with AI3.6 intent","ci,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,CI7 — Workflow template ↔ action schema contract tests (end-to-end compatibility),,ESA-CI,CI7,"Acceptance Criteria:
- CI fails if a workflow template references an unknown/unsupported action type.
- CI fails if required fields for an action type are missing/mismatched between services/UI.
- Includes a small fixture set that loads templates and validates against the current action JSON schema.","ci,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Epic,[GO] Launch Readiness & QA Sweep,ESA-GO,,,,phase-2-platform-and-ops,Phase 2 - Platform & Ops
Story,GO1 — Remove legacy/unused frontend and routes,,ESA-GO,GO1,"As the team, we remove leftover legacy pages/components and dead routes.","go,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,GO2 — Global UX/a11y/error-state sweep,,ESA-GO,GO2,"As a user, all pages have consistent loading/empty/error states and accessible UI.","go,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,GO3 — Release/runbook documentation,,ESA-GO,GO3,"As ops, we have README + admin guide + support runbook (backup/restore, common issues,
escalation).","go,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Story,GO4 — Production readiness checklist is enforced,,ESA-GO,GO4,"As the team, we have a launch checklist (env vars, queue, cron, storage, mail, logging,
backups) that must pass before release.

Acceptance Criteria:
- checklist doc exists + verified in staging; smoke test passes.","go,phase-2-platform-and-ops,story",Phase 2 - Platform & Ops
Epic,[SEC] Advanced Security Hardening (production checklist items),ESA-SEC,,,,"ops,phase-2-platform-and-ops,security",Phase 2 - Platform & Ops
Story,SEC1 — Privileged accounts,,ESA-SEC,SEC1,"As the system, secrets are stored/rotated safely and never logged.","ops,phase-2-platform-and-ops,sec2,security,story",Phase 2 - Platform & Ops
Story,SEC2 — Multi factor authentication,,ESA-SEC,SEC2,"As an admin/super admin, I must use MFA.","ops,phase-2-platform-and-ops,sec2,security,story",Phase 2 - Platform & Ops
Story,SEC3 — Monitoring + alerting + log retention,,ESA-SEC,SEC3,"As ops, we have alerts and defined retention for logs/audit trails.","ops,phase-2-platform-and-ops,sec2,security,story",Phase 2 - Platform & Ops
Story,SEC4 — Pen testing readiness,,ESA-SEC,SEC4,"As ops, the app supports pen testing (staging parity, test accounts, documented scope).","ops,phase-2-platform-and-ops,sec2,security,story",Phase 2 - Platform & Ops
Story,SEC5 — Edge protection (WAF/CDN/SSL/DDoS),,ESA-SEC,SEC5,"As ops, the platform is protected behind WAF/CDN with enforced SSL and DDoS mitigation.
SEC2-6 (or M2) — Copilot tool/action permission matrix enforcement + audit

Acceptance Criteria:
- Each tool/action type declares required permission(s) + plan gate (if any).
- Runtime enforcement blocks unauthorized calls with a consistent error contract.
- CI job validates “no tool/action without policy mapping”.","ops,phase-2-platform-and-ops,sec2,security,story",Phase 2 - Platform & Ops
Story,SEC6 — Copilot tool/action permission matrix enforcement + audit,,ESA-SEC,SEC6,"AC (short):
- Each tool/action type declares required permission(s) + plan gate (if any).
- Runtime enforcement blocks unauthorized calls with a consistent error contract.
- CI job validates “no tool/action without policy mapping”.","ops,phase-2-platform-and-ops,sec2,security,story",Phase 2 - Platform & Ops
Story,SEC7 — Password policy + brute-force protection,,ESA-SEC,SEC7,"As the system, I enforce a strong password policy and protect against brute-force attempts.

Acceptance Criteria:
- Password rules are enforced.
- Lockout/backoff for repeated failed attempts.
- Suspicious login alerts.
- Audit trail retained.","auth,phase-2-platform-and-ops,sec3,security,story",Phase 2 - Platform & Ops
Story,SEC8 — Session management controls,,ESA-SEC,SEC8,,"auth,phase-2-platform-and-ops,sec3,security,story",Phase 2 - Platform & Ops
Story,SEC9 — Privileged access protections (admin roles),,ESA-SEC,SEC9,"Acceptance Criteria:
- procedure logged.","auth,phase-2-platform-and-ops,sec3,security,story",Phase 2 - Platform & Ops
Story,SEC10 — Audit events emitted across core entities,,ESA-SEC,SEC10,"As the system, I record audit events for critical changes to
RFQs/Quotes/POs/Shipments/GRNs/Invoices/Payments/Digital Twins.

Acceptance Criteria:
- Standard audit schema: actor, tenant, entity_type, entity_id, action, timestamp, metadata.
- Captures create/update/status change/send/post/approve/reject actions.
- PII/secrets redacted.","auth,phase-2-platform-and-ops,sec3,security,story",Phase 2 - Platform & Ops
Story,SEC11 — Entity timeline view,,ESA-SEC,SEC11,"As a user, I can view an activity timeline on each document (RFQ/PO/Invoice/etc.).

Acceptance Criteria:
- Timeline shows events in chronological order with clear labels.
- Each event links to related entities (RFQ → Quote → PO → Shipment → GRN → Invoice).
- Permissions enforced (no leaking other tenants/roles).","auth,phase-2-platform-and-ops,sec3,security,story",Phase 2 - Platform & Ops
Epic,[AI1] Copilot Conversational Assistant (Universal Chat),ESA-AI1,,,"As a user, I have secure session controls so I can stay safe across devices.

Acceptance Criteria:
- Idle timeout.
- Revoke sessions.
- “Logout all devices”.
- Device/session list (optional).","ai,phase-4-ai-and-digital-twin",Phase 4 - AI & Digital Twin
Story,AI1.1 — Open Copilot from anywhere,,ESA-AI1,AI1.1,"As a user, I can open Copilot via a persistent chat bubble on any authenticated page.

Acceptance Criteria:
- bubble visible only when logged-in; opens/closes; persists state across navigation.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
Story,AI1.2 — Chat threads (conversations),,ESA-AI1,AI1.2,"As a user, I can start a new chat thread and return to previous threads.

Acceptance Criteria:
- thread list; open thread shows history; thread is tenant-scoped.","ai,ai1,phase-4-ai-and-digital-twin,story",Phase 4 - AI & Digital Twin
